"attribute_1";"attribute_2";"attribute_3";"attribute_4";"attribute_5";"attribute_6";"attribute_7";"attribute_8";"attribute_9";"attribute_10";"attribute_11";"attribute_12";"attribute_13";"attribute_14";"attribute_15";"attribute_16";"attribute_17";"attribute_18";"attribute_19";"attribute_20";"attribute_21";"attribute_22";"attribute_23";"attribute_24";"attribute_25";"attribute_26";"attribute_27";"attribute_28";"attribute_29";"attribute_30";"attribute_31";"attribute_32";"attribute_33";"attribute_34";"attribute_35";"attribute_36";"attribute_37";"attribute_38";"attribute_39";"attribute_40";"attribute_41";"attribute_42";"attribute_43";"attribute_44";"attribute_45";"attribute_46";"attribute_47";"attribute_48";"attribute_49";"attribute_50";"attribute_51";"attribute_52";"attribute_53";"attribute_54";"attribute_55";"attribute_56";"attribute_57";"attribute_58";"attribute_59";"attribute_60";"class"
0.0087;0.0046;0.0081;0.023;0.0586;0.0682;0.0993;0.0717;0.0576;0.0818;0.1315;0.1862;0.2789;0.2579;0.224;0.2568;0.2933;0.2991;0.3924;0.4691;0.5665;0.6464;0.6774;0.7577;0.8856;0.9419;1.0;0.8564;0.679;0.5587;0.4147;0.2946;0.2025;0.0688;0.1171;0.2157;0.2216;0.2776;0.2309;0.1444;0.1513;0.1745;0.1756;0.1424;0.0908;0.0138;0.0469;0.048;0.0159;0.0045;0.0015;0.0052;0.0038;0.0079;0.0114;0.005;0.003;0.0064;0.0058;0.003;"Rock"
0.0293;0.0378;0.0257;0.0062;0.013;0.0612;0.0895;0.1107;0.0973;0.0751;0.0528;0.1209;0.1763;0.2039;0.2727;0.2321;0.2676;0.2934;0.3295;0.491;0.5402;0.6257;0.6826;0.7527;0.8504;0.8938;0.9928;0.9134;0.708;0.6318;0.6126;0.4638;0.2797;0.1721;0.1665;0.2561;0.2735;0.3209;0.2724;0.188;0.1552;0.2522;0.2121;0.1801;0.1473;0.0681;0.1091;0.0919;0.0397;0.0093;0.0076;0.0065;0.0072;0.0108;0.0051;0.0102;0.0041;0.0055;0.005;0.0087;"Rock"
0.0132;0.008;0.0188;0.0141;0.0436;0.0668;0.0609;0.0131;0.0899;0.0922;0.1445;0.1475;0.2087;0.2558;0.2603;0.1985;0.2394;0.3134;0.4077;0.4529;0.4893;0.5666;0.6234;0.6741;0.8282;0.8823;0.9196;0.8965;0.7549;0.6736;0.6463;0.5007;0.3663;0.2298;0.1362;0.2123;0.2395;0.2673;0.2865;0.206;0.1659;0.2633;0.2552;0.1696;0.1467;0.1286;0.0926;0.0716;0.0325;0.0258;0.0136;0.0044;0.0028;0.0021;0.0022;0.0048;0.0138;0.014;0.0028;0.0064;"Rock"
0.0201;0.0116;0.0123;0.0245;0.0547;0.0208;0.0891;0.0836;0.1335;0.1199;0.1742;0.1387;0.2042;0.258;0.2616;0.2097;0.2532;0.3213;0.4327;0.476;0.5328;0.6057;0.6696;0.7476;0.893;0.9405;1.0;0.9785;0.8473;0.7639;0.6701;0.4989;0.3718;0.2196;0.1416;0.268;0.263;0.3104;0.3392;0.2123;0.117;0.2655;0.2203;0.1541;0.1464;0.1044;0.1225;0.0745;0.049;0.0224;0.0032;0.0076;0.0045;0.0056;0.0075;0.0037;0.0045;0.0029;8.0E-4;0.0018;"Rock"
0.0152;0.0102;0.0113;0.0263;0.0097;0.0391;0.0857;0.0915;0.0949;0.1504;0.1911;0.2115;0.2249;0.2573;0.1701;0.2023;0.2538;0.3417;0.4026;0.4553;0.5525;0.5991;0.5854;0.7114;0.95;0.9858;1.0;0.9578;0.8642;0.7128;0.5893;0.4323;0.2897;0.1744;0.077;0.2297;0.2459;0.3101;0.3312;0.222;0.0871;0.2064;0.1808;0.1624;0.112;0.0815;0.1117;0.095;0.0412;0.012;0.0048;0.0049;0.0041;0.0036;0.0013;0.0046;0.0037;0.0011;0.0034;0.0033;"Rock"
0.0216;0.0124;0.0174;0.0152;0.0608;0.1026;0.1139;0.0877;0.116;0.0866;0.1564;0.078;0.0997;0.0915;0.0662;0.1134;0.174;0.2573;0.3294;0.391;0.5438;0.6115;0.7022;0.761;0.7973;0.9105;0.8807;0.7949;0.799;0.718;0.6407;0.6312;0.5929;0.6168;0.6498;0.6764;0.6253;0.5117;0.389;0.3273;0.2509;0.153;0.1323;0.1657;0.1215;0.0978;0.0452;0.0273;0.0179;0.0092;0.0018;0.0052;0.0049;0.0096;0.0134;0.0122;0.0047;0.0018;6.0E-4;0.0023;"Rock"
0.0225;0.0019;0.0075;0.0097;0.0445;0.0906;0.0889;0.0655;0.1624;0.1452;0.1442;0.0948;0.0618;0.1641;0.0708;0.0844;0.259;0.2679;0.3094;0.4678;0.5958;0.7245;0.8773;0.9214;0.9282;0.9942;1.0;0.9071;0.8545;0.7293;0.6499;0.6071;0.5588;0.5967;0.6275;0.5459;0.4786;0.3965;0.2087;0.1651;0.1836;0.0652;0.0758;0.0486;0.0353;0.0297;0.0241;0.0379;0.0119;0.0073;0.0051;0.0034;0.0129;0.01;0.0044;0.0057;0.003;0.0035;0.0021;0.0027;"Rock"
0.0125;0.0152;0.0218;0.0175;0.0362;0.0696;0.0873;0.0616;0.1252;0.1302;0.0888;0.05;0.0628;0.1274;0.0801;0.0742;0.2048;0.295;0.3193;0.4567;0.5959;0.7101;0.8225;0.8425;0.9065;0.9802;1.0;0.8752;0.7583;0.6616;0.5786;0.5128;0.4776;0.4994;0.5197;0.5071;0.4577;0.3505;0.1845;0.189;0.1967;0.1041;0.055;0.0492;0.0622;0.0505;0.0247;0.0219;0.0102;0.0047;0.0019;0.0041;0.0074;0.003;0.005;0.0048;0.0017;0.0041;0.0086;0.0058;"Rock"
0.013;6.0E-4;0.0088;0.0456;0.0525;0.0778;0.0931;0.0941;0.1711;0.1483;0.1532;0.11;0.089;0.1236;0.1197;0.1145;0.2137;0.2838;0.364;0.543;0.6673;0.7979;0.9273;0.9027;0.9192;1.0;0.9821;0.9092;0.8184;0.6962;0.59;0.5447;0.5142;0.5389;0.5531;0.5318;0.4826;0.379;0.1831;0.175;0.1679;0.0674;0.0609;0.0375;0.0533;0.0278;0.0179;0.0114;0.0073;0.0116;0.0092;0.0078;0.0041;0.0013;0.0011;0.0045;0.0039;0.0022;0.0023;0.0016;"Rock"
0.0135;0.0045;0.0051;0.0289;0.0561;0.0929;0.1031;0.0883;0.1596;0.1908;0.1576;0.1112;0.1197;0.1174;0.1415;0.2215;0.2658;0.2713;0.3862;0.5717;0.6797;0.8747;1.0;0.8948;0.842;0.9174;0.9307;0.905;0.8228;0.6986;0.5831;0.4924;0.4563;0.5159;0.567;0.5284;0.5144;0.3742;0.2282;0.1193;0.1088;0.0431;0.107;0.0583;0.0046;0.0473;0.0408;0.029;0.0192;0.0094;0.0025;0.0037;0.0084;0.0102;0.0096;0.0024;0.0037;0.0028;0.003;0.003;"Rock"
0.0086;0.0215;0.0242;0.0445;0.0667;0.0771;0.0499;0.0906;0.1229;0.1185;0.0775;0.1101;0.1042;0.0853;0.0456;0.1304;0.269;0.2947;0.3669;0.4948;0.6275;0.8162;0.9237;0.871;0.8052;0.8756;1.0;0.9858;0.9427;0.8114;0.6987;0.681;0.6591;0.6954;0.729;0.668;0.5917;0.4899;0.3439;0.2366;0.1716;0.1013;0.0766;0.0845;0.026;0.0333;0.0205;0.0309;0.0101;0.0095;0.0047;0.0072;0.0054;0.0022;0.0016;0.0029;0.0058;0.005;0.0024;0.003;"Rock"
0.0067;0.0096;0.0024;0.0058;0.0197;0.0618;0.0432;0.0951;0.0836;0.118;0.0978;0.0909;0.0656;0.0593;0.0832;0.1297;0.2038;0.3811;0.4451;0.5224;0.5911;0.6566;0.6308;0.5998;0.4958;0.5647;0.6906;0.8513;1.0;0.9166;0.7676;0.6177;0.5468;0.5516;0.5463;0.5515;0.4561;0.3466;0.3384;0.2853;0.2502;0.1641;0.1605;0.1491;0.1326;0.0687;0.0602;0.0561;0.0306;0.0154;0.0029;0.0048;0.0023;0.002;0.004;0.0019;0.0034;0.0034;0.0051;0.0031;"Rock"
0.0071;0.0103;0.0135;0.0494;0.0253;0.0806;0.0701;0.0738;0.0117;0.0898;0.0289;0.1554;0.1437;0.1035;0.1424;0.1227;0.0892;0.2047;0.0827;0.1524;0.3031;0.1608;0.0667;0.1426;0.0395;0.1653;0.3399;0.4855;0.5206;0.5508;0.6102;0.5989;0.6764;0.8897;1.0;0.9517;0.8459;0.7073;0.6697;0.6326;0.5102;0.4161;0.2816;0.1705;0.1421;0.0971;0.0879;0.0863;0.0355;0.0233;0.0252;0.0043;0.0048;0.0076;0.0124;0.0105;0.0054;0.0032;0.0073;0.0063;"Rock"
0.0176;0.0172;0.0501;0.0285;0.0262;0.0351;0.0362;0.0535;0.0258;0.0474;0.0526;0.1854;0.104;0.0948;0.0912;0.1688;0.1568;0.0375;0.1316;0.2086;0.1976;0.0946;0.1965;0.1242;0.0616;0.2141;0.4642;0.6471;0.634;0.6107;0.7046;0.5376;0.5934;0.8443;0.9481;0.9705;0.7766;0.6313;0.576;0.6148;0.545;0.4813;0.3406;0.1916;0.1134;0.064;0.0911;0.098;0.0563;0.0187;0.0088;0.0042;0.0175;0.0171;0.0079;0.005;0.0112;0.0179;0.0294;0.0063;"Rock"
0.0265;0.044;0.0137;0.0084;0.0305;0.0438;0.0341;0.078;0.0844;0.0779;0.0327;0.206;0.1908;0.1065;0.1457;0.2232;0.207;0.1105;0.1078;0.1165;0.2224;0.0689;0.206;0.2384;0.0904;0.2278;0.5872;0.8457;0.8467;0.7679;0.8055;0.626;0.6545;0.8747;0.9885;0.9348;0.696;0.5733;0.5872;0.6663;0.5651;0.5247;0.3684;0.1997;0.1512;0.0508;0.0931;0.0982;0.0524;0.0188;0.01;0.0038;0.0187;0.0156;0.0068;0.0097;0.0073;0.0081;0.0086;0.0095;"Rock"
0.0368;0.0403;0.0317;0.0293;0.082;0.1342;0.1161;0.0663;0.0155;0.0506;0.0906;0.2545;0.1464;0.1272;0.1223;0.1669;0.1424;0.1285;0.1857;0.1136;0.2069;0.0219;0.24;0.2547;0.024;0.1923;0.4753;0.7003;0.6825;0.6443;0.7063;0.5373;0.6601;0.8708;0.9518;0.9605;0.7712;0.6772;0.6431;0.672;0.6035;0.5155;0.3802;0.2278;0.1522;0.0801;0.0804;0.0752;0.0566;0.0175;0.0058;0.0091;0.016;0.016;0.0081;0.007;0.0135;0.0067;0.0078;0.0068;"Rock"
0.0195;0.0142;0.0181;0.0406;0.0391;0.0249;0.0892;0.0973;0.084;0.1191;0.1522;0.1322;0.1434;0.1244;0.0653;0.089;0.1226;0.1846;0.388;0.3658;0.2297;0.261;0.4193;0.5848;0.5643;0.5448;0.4772;0.6897;0.9797;1.0;0.9546;0.8835;0.7662;0.6547;0.5447;0.4593;0.4679;0.1987;0.0699;0.1493;0.1713;0.1654;0.26;0.3846;0.3754;0.2414;0.1077;0.0224;0.0155;0.0187;0.0125;0.0028;0.0067;0.012;0.0012;0.0022;0.0058;0.0042;0.0067;0.0012;"Rock"
0.0216;0.0215;0.0273;0.0139;0.0357;0.0785;0.0906;0.0908;0.1151;0.0973;0.1203;0.1102;0.1192;0.1762;0.239;0.2138;0.1929;0.1765;0.0746;0.1265;0.2005;0.1571;0.2605;0.5386;0.844;1.0;0.8684;0.6742;0.5537;0.4638;0.3609;0.2055;0.162;0.2092;0.31;0.2344;0.1058;0.0383;0.0528;0.1291;0.2241;0.1915;0.1587;0.0942;0.084;0.067;0.0342;0.0469;0.0357;0.0136;0.0082;0.014;0.0044;0.0052;0.0073;0.0021;0.0047;0.0024;9.0E-4;0.0017;"Rock"
0.0065;0.0122;0.0068;0.0108;0.0217;0.0284;0.0527;0.0575;0.1054;0.1109;0.0937;0.0827;0.092;0.0911;0.1487;0.1666;0.1268;0.1374;0.1095;0.1286;0.2146;0.2889;0.4238;0.6168;0.8167;0.9622;0.828;0.5816;0.4667;0.3539;0.2727;0.141;0.1863;0.2176;0.236;0.1725;0.0589;0.0621;0.1847;0.2452;0.2984;0.3041;0.2275;0.148;0.1102;0.1178;0.0608;0.0333;0.0276;0.01;0.0023;0.0069;0.0025;0.0027;0.0052;0.0036;0.0026;0.0036;6.0E-4;0.0035;"Rock"
0.0036;0.0078;0.0092;0.0387;0.053;0.1197;0.1243;0.1026;0.1239;0.0888;0.0937;0.1245;0.1599;0.1542;0.1846;0.1732;0.1477;0.1748;0.1455;0.1579;0.2257;0.1975;0.3368;0.5828;0.8505;1.0;0.8457;0.6624;0.5564;0.3925;0.3233;0.2054;0.192;0.2227;0.3147;0.2268;0.0795;0.0748;0.1166;0.1969;0.2619;0.2507;0.1983;0.0948;0.0931;0.0965;0.0381;0.0435;0.0336;0.0055;0.0079;0.0119;0.0055;0.0035;0.0036;4.0E-4;0.0018;0.0049;0.0024;0.0016;"Rock"
0.0208;0.0186;0.0131;0.0211;0.061;0.0613;0.0612;0.0506;0.0989;0.1093;0.1063;0.1179;0.1291;0.1591;0.168;0.1918;0.1615;0.1647;0.1397;0.1426;0.2429;0.2816;0.429;0.6443;0.9061;1.0;0.8087;0.6119;0.526;0.3677;0.2746;0.102;0.1339;0.1582;0.1952;0.1787;0.0429;0.1096;0.1762;0.2481;0.315;0.292;0.1902;0.0696;0.0758;0.091;0.0441;0.0244;0.0265;0.0095;0.014;0.0074;0.0063;0.0081;0.0087;0.0044;0.0028;0.0019;0.0049;0.0023;"Rock"
0.0139;0.0222;0.0089;0.0108;0.0215;0.0136;0.0659;0.0954;0.0786;0.1015;0.1261;0.0828;0.0493;0.0848;0.1514;0.1396;0.1066;0.1923;0.2991;0.3247;0.3797;0.5658;0.7483;0.8757;0.9048;0.7511;0.6858;0.7043;0.5864;0.3773;0.2206;0.2628;0.2672;0.2907;0.1982;0.2288;0.3186;0.2871;0.2921;0.2806;0.2682;0.2112;0.1513;0.1789;0.185;0.1717;0.0898;0.0656;0.0445;0.011;0.0024;0.0062;0.0072;0.0113;0.0012;0.0022;0.0025;0.0059;0.0039;0.0048;"Rock"
0.0109;0.0093;0.0121;0.0378;0.0679;0.0863;0.1004;0.0664;0.0941;0.1036;0.0972;0.0501;0.1546;0.3404;0.4804;0.657;0.7738;0.7827;0.8152;0.8129;0.8297;0.8535;0.887;0.8894;0.898;0.9667;1.0;0.9134;0.6762;0.4659;0.2895;0.2959;0.1746;0.2112;0.2569;0.2276;0.2149;0.1601;0.0371;0.0117;0.0488;0.0288;0.0597;0.0431;0.0369;0.0025;0.0327;0.0257;0.0182;0.0108;0.0124;0.0077;0.0023;0.0117;0.0053;0.0077;0.0076;0.0056;0.0055;0.0039;"Rock"
0.0202;0.0104;0.0325;0.0239;0.0807;0.1529;0.1154;0.0608;0.1317;0.137;0.0843;0.0269;0.1254;0.3046;0.5584;0.7973;0.8341;0.8057;0.8616;0.8769;0.9413;0.9403;0.9409;1.0;0.9725;0.9309;0.9351;0.7317;0.4421;0.3244;0.4161;0.4611;0.4031;0.3;0.2459;0.1348;0.2541;0.2255;0.1598;0.1485;0.0845;0.0569;0.0855;0.1262;0.1153;0.057;0.0426;0.0425;0.0235;6.0E-4;0.0188;0.0127;0.0081;0.0067;0.0043;0.0065;0.0049;0.0054;0.0073;0.0054;"Rock"
0.0239;0.0189;0.0466;0.044;0.0657;0.0742;0.138;0.1099;0.1384;0.1376;0.0938;0.0259;0.1499;0.2851;0.5743;0.8278;0.8669;0.8131;0.9045;0.9046;1.0;0.9976;0.9872;0.9761;0.9009;0.9724;0.9675;0.7633;0.4434;0.3822;0.4727;0.4007;0.3381;0.3172;0.2222;0.0733;0.2692;0.1888;0.0712;0.1062;0.0694;0.03;0.0893;0.1459;0.1348;0.0391;0.0546;0.0469;0.0201;0.0095;0.0155;0.0091;0.0151;0.008;0.0018;0.0078;0.0045;0.0026;0.0036;0.0024;"Rock"
0.0336;0.0294;0.0476;0.0539;0.0794;0.0804;0.1136;0.1228;0.1235;0.0842;0.0357;0.0689;0.1705;0.3257;0.4602;0.6225;0.7327;0.7843;0.7988;0.8261;1.0;0.9814;0.962;0.9601;0.9118;0.9086;0.7931;0.5877;0.3474;0.4235;0.4633;0.341;0.2849;0.2847;0.1742;0.0549;0.1192;0.1154;0.0855;0.1811;0.1264;0.0799;0.0378;0.1268;0.1125;0.0505;0.0949;0.0677;0.0259;0.017;0.0033;0.015;0.0111;0.0032;0.0035;0.0169;0.0137;0.0015;0.0069;0.0051;"Rock"
0.0231;0.0351;0.003;0.0304;0.0339;0.086;0.1738;0.1351;0.1063;0.0347;0.0575;0.1382;0.2274;0.4038;0.5223;0.6847;0.7521;0.776;0.7708;0.8627;1.0;0.8873;0.8057;0.876;0.9066;0.943;0.8846;0.65;0.297;0.2423;0.2992;0.2285;0.2277;0.1529;0.1037;0.0352;0.1073;0.1373;0.1331;0.1454;0.1115;0.044;0.0762;0.1381;0.0831;0.0654;0.0844;0.0595;0.0497;0.0313;0.0154;0.0106;0.0097;0.0022;0.0052;0.0072;0.0056;0.0038;0.0043;0.003;"Rock"
0.0108;0.0086;0.0058;0.046;0.0752;0.0887;0.1015;0.0494;0.0472;0.0393;0.1106;0.1412;0.2202;0.2976;0.4116;0.4754;0.539;0.6279;0.706;0.7918;0.9493;1.0;0.9645;0.9432;0.8658;0.7895;0.6501;0.4492;0.4739;0.6153;0.4929;0.3195;0.3735;0.3336;0.1052;0.0671;0.0379;0.0461;0.1694;0.2169;0.1677;0.0644;0.0159;0.0778;0.0653;0.021;0.0509;0.0387;0.0262;0.0101;0.0161;0.0029;0.0078;0.0114;0.0083;0.0058;3.0E-4;0.0023;0.0026;0.0027;"Rock"
0.0229;0.0369;0.004;0.0375;0.0455;0.1452;0.2211;0.1188;0.075;0.1631;0.2709;0.3358;0.4091;0.44;0.5485;0.7213;0.8137;0.9185;1.0;0.9418;0.9116;0.9349;0.7484;0.5146;0.4106;0.3443;0.6981;0.8713;0.9013;0.8014;0.438;0.1319;0.1709;0.2484;0.3044;0.2312;0.1338;0.2056;0.2474;0.279;0.161;0.0056;0.0351;0.1148;0.1331;0.0276;0.0763;0.0631;0.0309;0.024;0.0115;0.0064;0.0022;0.0122;0.0151;0.0056;0.0026;0.0029;0.0104;0.0163;"Rock"
0.01;0.0194;0.0155;0.0489;0.0839;0.1009;0.1627;0.2071;0.2696;0.299;0.3242;0.3565;0.3951;0.5201;0.6953;0.8468;1.0;0.9278;0.851;0.801;0.8142;0.8825;0.7302;0.6107;0.7159;0.8458;0.6319;0.4808;0.6291;0.7152;0.6005;0.4235;0.4106;0.3992;0.173;0.1975;0.237;0.1339;0.1583;0.3151;0.1968;0.2054;0.1272;0.1129;0.1946;0.2195;0.193;0.1498;0.0773;0.0196;0.0122;0.013;0.0073;0.0077;0.0075;0.006;0.008;0.0019;0.0053;0.0019;"Rock"
0.0409;0.0421;0.0573;0.013;0.0183;0.1019;0.1054;0.107;0.2302;0.2259;0.2373;0.3323;0.3827;0.484;0.6812;0.7555;0.9522;0.9826;0.8871;0.8268;0.7561;0.8217;0.6967;0.6444;0.6948;0.8014;0.6053;0.6084;0.8877;0.8557;0.5563;0.2897;0.3638;0.4786;0.2908;0.0899;0.2043;0.1707;0.0407;0.1286;0.1581;0.2191;0.1701;0.0971;0.2217;0.2732;0.1874;0.1062;0.0665;0.0405;0.0113;0.0028;0.0036;0.0105;0.012;0.0087;0.0061;0.0061;0.003;0.0078;"Rock"
